,titles,url,scraped,article_text,subheadings,tag,img_urls,comments_present
10,"Weerbericht: Helder en heet, Nationaal Hitteplan nog steeds van kracht",https://www.nu.nl/algemeen/5983656/weerbericht-helder-en-heet-nationaal-hitteplan-nog-steeds-van-kracht.html,True,"Dinsdag wordt het opnieuw zonnig en tropisch warm. De temperatuur varieert van 28 graden aan de kust tot 32 graden in het oosten en zuidoosten.
Het KNMI heeft vanwege de hitte code geel ingesteld en het Nationaal Hitteplan is nog steeds van kracht.
In de middag kunnen er stapelwolken ontstaan, en in het oosten zeer lokaal een onweersbui. De wind is oostelijk en zwak tot matig.
Woensdag verdwijnt de warmte door overtrekkende onweersbuien.
Kijk hier hoe warm het wordt op jouw locatie",[],,['https://media.nu.nl/m/hulxzglaxtgy_wd854/zonsopkomst.jpg'],True
11,"RIVM activeert Nationaal Hitteplan, grote kans op regionale hittegolf",https://www.nu.nl/binnenland/5982309/rivm-activeert-nationaal-hitteplan-grote-kans-op-regionale-hittegolf.html,True,"Vanaf komend weekend wordt het zomers warm en op sommige plekken zelfs tropisch warm in Nederland. De kans op een regionale hittegolf is bovendien groot. Het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) activeert daarom vanaf zaterdag het Nationaal Hitteplan.
Het RIVM waarschuwt in het Nationaal Hitteplan voor de risico's die de hitte met zich mee kan brengen en roept op extra op elkaar te letten.
""Vooral voor groepen kwetsbare mensen, zoals ouderen, baby's, chronisch zieken, mensen met overgewicht, mensen in verzorgingshuizen en mensen in een sociaal isolement brengt hitte gezondheidsrisico's met zich mee. Deze mensen moeten alert zijn op uitdroging en oververhitting. Ook baby's en hele jonge kinderen hebben extra aandacht nodig om koel te blijven en genoeg te drinken"", aldus het RIVM.
Het RIVM beslist altijd in samenspraak met het KNMI of het Nationaal Hitteplan geactiveerd wordt. In dit geval spelen de verwachte temperaturen van boven de 27 graden een belangrijke rol.
Komend weekend en begin volgende week komt het kwik in Nederland ruim boven de 25 graden uit, meldt Weerplaza. Zaterdag kan het lokaal al 30 graden of warmer worden. Op zondag en maandag heeft het hele land kans op tropische temperaturen.
Weerplaza is vrijwel zeker van de komst van de derde regionale hittegolf van dit jaar. Op z'n vroegst kan hier maandag al sprake van zijn. De kans op een tweede landelijke hittegolf is volgens de weerdienst ongeveer 40 procent.
Twee of meer regionale hittegolven in een jaar zijn zeldzaam in Nederland. Dit gebeurde in 2006 voor het laatst.
Het record dateert van 1947. In de zomer van dat jaar waren er maar liefst vijf hittegolven. Er is sprake van een hittegolf als het minstens vijf dagen achtereen warmer is dan 25 graden en op minstens drie dagen minimaal de 30 graden wordt bereikt.",['Kans op derde regionale hittegolf is groot'],,['https://media.nu.nl/m/2tjx91cavg58_wd854/stranddag.jpg'],True
12,"Nationaal Hitteplan van kracht, 'waarschijnlijk tweede landelijke hittegolf'",https://www.nu.nl/binnenland/5982703/nationaal-hitteplan-van-kracht-waarschijnlijk-tweede-landelijke-hittegolf.html,True,"De kans is groot dat eind augustus de boeken ingaat met een regionale of zelfs landelijke hittegolf. Het eerste lijkt vrijwel zeker: Weerplaza schat de kans op een hittegolf in het zuidoosten van Nederland inmiddels op meer dan 90 procent. De kans op een landelijke hittegolf daarentegen is vooralsnog 50 à 60 procent, aldus het weerbureau.
Van een regionale hittegolf is sprake als het in een bepaald gebied minstens vijf dagen op rij 25 graden of warmer wordt, waarbij op drie dagen zelfs minimaal 30 graden wordt gehaald. Om te kunnen spreken van een landelijke hittegolf moet dat specifiek in De Bilt het geval zijn.
""Vrijdag werd het 25,9 graden en zaterdag wordt ook de 25 graden ruim gehaald, namelijk 28 of 29 graden"", legt meteoroloog Ben Lankamp uit. In de weersverwachting van Weerplaza stijgt het kwik op zondag, maandag en dinsdag tot 30 of 31 graden in De Bilt.
Het zou dan de tweede landelijke hittegolf van het jaar zijn. Dat is uitzonderlijk: alleen in 1941, 2006 en 2018 was er ook meermaals sprake van. ""Maar veel opmerkelijker is het late tijdstip in de zomer dat deze landelijke hittegolf plaatsvindt. Zo laat in het seizoen is zelfs nog nooit een landelijke hittegolf gemeten"", aldus Lankamp.
Sinds zaterdag geldt het Nationaal Hitteplan van het RIVM (Rijksinstituut voor Volksgezondheid en Milieu). Daarmee wordt gewaarschuwd voor de risico's die de hitte met zich mee kan brengen. Het rijksinstituut roept mensen op om extra op elkaar te letten.
""Vooral voor groepen kwetsbare mensen, zoals ouderen, baby's, chronisch zieken, mensen met overgewicht, mensen in verzorgingshuizen en mensen in een sociaal isolement, brengt hitte gezondheidsrisico's met zich mee. Deze mensen moeten alert zijn op uitdroging en oververhitting"", aldus het RIVM. ""Ook baby's en hele jonge kinderen hebben extra aandacht nodig om koel te blijven en genoeg te drinken.""
Bij Rijkswaterstaat geldt sinds zaterdagmorgen 10.00 uur het zogenoemde hitteprotocol. Dat betekent dat automobilisten die met pech langs de weg komen te staan direct geholpen worden door een berger.
Rijkswaterstaat zet extra materieel in, zodat gestrande automobilisten snel naar een veilige locatie kunnen worden gebracht, zoals een tankstation of parkeerplaats met voorzieningen. De maatregel geldt tot 20.00 uur.
Het dancefestival Mysteryland neemt dit weekend extra maatregelen vanwege de hitte. Op het festivalterrein, het voormalige Floriadeterrein in de Haarlemmermeer, zijn extra waterpunten en luifels voor schaduw neergezet.
""We meten doorlopend de temperatuur, zowel binnen in de tenten als buiten"", aldus festivaldirecteur Carina Kornfeind. ""We hebben extra waterpunten en adviseren de bezoekers om het vochtpeil op een goed niveau te houden en ook voldoende zout te eten.""
Daarnaast waarschuwt Mysteryland de festivalbezoekers voor verbranding door de zon. Kornfeind: ""We hebben insmeerteams op het gehele terrein lopen en daarnaast hebben we extra luifels, om schaduw te creëren, neergezet. Ten slotte zijn er voldoende rustige plekken om even bij te komen.""","['Nationaal Hitteplan van kracht', 'Automobilisten met pech meteen geholpen', 'Mysteryland neemt maatregelen']",,['https://media.nu.nl/m/apxxrh6ayqx6_wd854/nationaal-hitteplan-van-kracht-waarschijnlijk-tweede-landelijke-hittegolf.jpg'],True
13,Derde regionale hittegolf van het jaar in Eindhoven,https://www.nu.nl/binnenland/5983369/derde-regionale-hittegolf-van-het-jaar-in-eindhoven.html,True,"Eindhoven kampt maandag met de derde regionale hittegolf van dit jaar. Maandagochtend werd al een temperatuur van 30 graden gemeten in de stad, meldt Weerplaza maandag.
Eindhoven is de eerste locatie in Nederland waar maandag een regionale hittegolf is gemeten. De verwachting is dat andere locaties in Brabant en delen van Overijssel, Gelderland en Noord-Limburg later op de dag zullen volgen.
De temperatuur kan maandag in het hele land oplopen tot 32 of 33 graden. Dinsdag volgt waarschijnlijk een landelijke hittegolf, de tweede van dit jaar. Ook op woensdag blijft het warm. Donderdag wordt het hooguit nog 20 tot 24 graden, aldus Weerplaza.
Volgens het weerbureau komt het zelden voor dat er in hetzelfde jaar twee landelijke hittegolven worden gemeten. Sinds 1901 is dit drie keer eerder voorgekomen, namelijk in 1941, 2006 en 2018.
Vanwege de aanhoudende hitte geldt sinds zaterdag code geel en het Nationaal Hitteplan van het Rijksinstituut voor Volksgezondheid en Milieu (RIVM). Beide zijn tot en met woensdag van kracht.
Met het hitteplan wordt gewaarschuwd voor de risico's die de hitte met zich kan meebrengen. Mensen worden daarnaast opgeroepen op elkaar te letten, met name op ouderen, baby's, chronisch zieken en andere kwetsbare groepen.",['Code geel en Nationaal Hitteplan van kracht'],,['https://media.nu.nl/m/hu5xi7qadw73_wd854/derde-regionale-hittegolf-van-het-jaar-in-eindhoven.jpg'],True
14,"Weerbericht: Warme dag met temperaturen van zo'n 30 graden, nacht koelt af",https://www.nu.nl/algemeen/5982884/weerbericht-warme-dag-met-temperaturen-van-zon-30-graden-nacht-koelt-af.html,True,"De zon schijnt zondag volop en de temperaturen kunnen oplopen tot wel 32 graden in het zuidoosten. Aan het einde van de middag is er in het oosten kans op een plaatselijke onweersbui, maar in de rest van het land blijft het de hele dag droog. Het wordt gemiddeld 30 graden.
Na een warme zomeravond zal het 's nachts flink gaan afkoelen. De minima komen dan uit op 13 tot 16 graden.
Maandag blijven de tropische temperaturen aanhouden. Het wordt dan 27 graden in het noordwesten tot 32 graden in het zuidoosten.
Dinsdag en woensdag blijft het zonnige weerbeeld met hoge temperaturen intact, maar in de dagen daarna daalt de temperatuur naar tussen de 21 en 26 graden.
Het Rijksinstituut voor Volksgezondheid (RIVM) heeft vanaf zaterdag het Nationaal Hitteplan geactiveerd.
Vooral groepen kwetsbare mensen, zoals ouderen, baby's, chronisch zieken, mensen met overgewicht, mensen in verzorgingshuizen en mensen in een sociaal isolement, worden door het RIVM gewaarschuwd.
Zij moeten extra alert zijn op uitdroging en oververhitting. Het Nationaal Hitteplan geldt in principe tot en met woensdag.",[],,['https://media.nu.nl/m/m1mxiw0akp93_wd854/lentebloesem-in-zonnig-epen.jpg'],True
15,Hitteprotocol Rijkswaterstaat weer van kracht in delen van Nederland,https://www.nu.nl/binnenland/5985919/hitteprotocol-rijkswaterstaat-weer-van-kracht-in-delen-van-nederland.html,True,"Vanwege de zomerse temperaturen is het zogeheten hitteprotocol van Rijkswaterstaat zaterdag weer van kracht in delen van Nederland. In Overijssel, Gelderland, Noord-Brabant en Limburg worden gestrande automobilisten direct door een berger geholpen, meldt de organisatie.
Iedereen die in deze provincies met pech langs de kant van de snelweg belandt, wordt door Rijkswaterstaat naar een ""plek met verzorging"" gebracht. Dat kan een tankstation zijn, of een andere plek waar schaduw en drinken voorhanden zijn.
""Ook bestuurders van voertuigen die normaal gesproken niet door ons worden weggesleept, omdat ze op een veilige plek staan, worden nu geholpen"", legt een woordvoerder van Rijkswaterstaat uit.
Rijkswaterstaat vindt het ""onwenselijk"" dat gestrande weggebruikers bij hoge temperaturen in de zon anders lange tijd op een berger zouden moeten wachten. De maatregel geldt tot zaterdag 20.00 uur.
De organisatie adviseert weggebruikers om niet alleen genoeg drinken mee te nemen voor ze op pad gaan, maar ook een paraplu: die kan als parasol dienen als iemand bij pech achter de vangrail op een berger of weginspecteur moet wachten.
Rijkswaterstaat is vooralsnog de enige organisatie die hittemaatregelen neemt: het Nationaal Hitteplan is niet van kracht en het KNMI heeft geen hittewaarschuwing afgegeven. De maximumtemperaturen liggen zaterdag tussen 27 en 31 graden, later neemt de bewolking toe en 's avonds kan er een (onweers)bui ontstaan.",[],,['https://media.nu.nl/m/6ycxskfarc4d_wd854/hitteprotocol-rijkswaterstaat-weer-van-kracht-in-delen-van-nederland.jpg'],True
16,Weerbericht: Temperaturen rond 30 graden bij een strakblauwe lucht,https://www.nu.nl/algemeen/5982617/weerbericht-temperaturen-rond-30-graden-bij-een-strakblauwe-lucht.html,True,"De zaterdag begint met een strakblauwe lucht en een temperatuur die snel stijgt. Al aan het einde van de ochtend kan het lokaal 28 graden worden. De rest van de dag houden de hoge temperaturen aan. Er waait een zwakke tot matige oostenwind en er valt geen neerslag.
Na zonsondergang koelt het door het gebrek aan wind snel af naar een graad of 15. Zondag is er kans op temperaturen van tussen de 27 graden in het noordwesten en 32 graden in het zuidoosten.
Tot en met woensdag blijven de voor deze tijd van het jaar hoge temperaturen aanhouden. Vanaf donderdag wordt het naar verwachting weer iets kouder.
Het Rijksinstituut voor Volksgezondheid (RIVM) heeft vanaf zaterdag het Nationaal Hitteplan geactiveerd.
Vooral groepen kwetsbare mensen, zoals ouderen, baby's, chronisch zieken, mensen met overgewicht, mensen in verzorgingshuizen en mensen in een sociaal isolement, worden door het RIVM gewaarschuwd.
Zij moeten extra alert zijn op uitdroging en oververhitting. Het Nationaal Hitteplan geldt in principe tot en met woensdag.",[],,['https://media.nu.nl/m/zkoxwvua3rvc_wd854/koeien-in-brabant.jpg'],True
17,"Topdrukte aan Scheveningse kust, alle parkeerplaatsen zijn vol",https://www.nu.nl/den-haag/5982991/topdrukte-aan-scheveningse-kust-alle-parkeerplaatsen-zijn-vol.html,True,"Door de topdrukte als gevolg van het mooie weer zondag zijn er geen parkeerplekken meer te vinden aan het strand van Scheveningen.
De politie in Den Haag adviseert mensen niet uren in de file te gaan staan, maar gebruik te maken van het openbaar vervoer.
Sinds zaterdag geldt het Nationaal Hitteplan van het RIVM (Rijksinstituut voor Volksgezondheid en Milieu). Daarmee wordt gewaarschuwd voor de risico's die de hitte met zich mee kan brengen.",[],,['https://media.nu.nl/m/79vxjk3attq6_wd854/scheveningen.jpg'],True
18,"Woensdag opnieuw zeer warm, onweersbuien verspreid over de dag",https://www.nu.nl/binnenland/5984254/woensdag-opnieuw-zeer-warm-onweersbuien-verspreid-over-de-dag.html,True,"Woensdag is het opnieuw zomers warm en in het oosten zelfs weer tropisch warm. De temperatuur stijgt tot 25 graden aan zee en 32 graden verder landinwaarts. Er staat weinig wind en de zon gaat opnieuw flink schijnen. In de loop van de dag gaat het vermoedelijk op verschillende plaatsen onweren.
Woensdagochtend kan in het zuidwesten al een onweersbui voorkomen. In de loop van de middag kunnen vooral in het oosten onweersbuien met mogelijk hagel en windstoten ontstaan. In de avond en nacht gaat het ook op andere plaatsen onweren.
Vanwege de aanhoudende warmte is het Nationaal Hitteplan van het RIVM nog steeds actief.
Donderdag blijft het enkele graden koeler met 21 tot 26 graden. Wel klaart het geleidelijk op. Vrijdag blijft het overwegend droog, zon en wolken wisselen elkaar af bij een temperatuur van 21 tot 24 graden. Zaterdag wordt het weer zomers warm.",[],,['https://media.nu.nl/m/47xxvw2asj92_wd854/woensdag-opnieuw-zeer-warm-onweersbuien-verspreid-over-de-dag.jpg'],True
19,30 graden in De Bilt: Tweede landelijke hittegolf van 2019 een feit,https://www.nu.nl/binnenland/5983751/30-graden-in-de-bilt-tweede-landelijke-hittegolf-van-2019-een-feit.html,True,"Sinds dinsdag 12.40 uur is er officieel sprake van een landelijke hittegolf. Op dat tijdstip was het 30 graden in De Bilt. Het is de tweede landelijke hittegolf van het jaar, iets dat niet vaak voorkomt.
Volgens het weerbureau zijn twee landelijke hittegolven in één jaar ""vrij bijzonder"". Dit is sinds 1901 namelijk maar drie keer eerder voorgekomen: in 1941, 2006 en 2018.
Bovendien was er nooit eerder zo laat in het jaar sprake van een landelijke hittegolf. De meeste hittegolven waren in juli, of op z'n laatst tussen 22 en 26 augustus - dat gebeurde in 2001. De huidige hittegolf begon op 23 augustus en duurt zeker tot en met vandaag, dinsdag 27 augustus.
In het zuidoosten en oosten is het op meerdere meetpunten al voor de vierde dag op rij tropisch warm. Hier was maandag al sprake van een regionale hittegolf. Dit is al de derde regionale hittegolf van dit jaar; zo veel regionale hittegolven in een jaar is zeldzaam.
Er is sprake van een regionale hittegolf als het in een specifiek gebied minstens vijf dagen op rij 25 graden of warmer wordt, waarbij op drie dagen de temperatuur zelfs tot minimaal 30 graden stijgt. Om te kunnen spreken van een landelijke hittegolf, moet dat specifiek in De Bilt het geval zijn.
Sinds afgelopen zaterdag geldt het Nationaal Hitteplan van het RIVM (Rijksinstituut voor Volksgezondheid en Milieu). Daarmee wordt de Nederlandse bevolking gewaarschuwd voor de risico's die de hitte met zich kan meebrengen. Het RIVM roept mensen op om extra op elkaar te letten.
""Vooral voor groepen kwetsbare mensen, zoals ouderen, baby's, chronisch zieken, mensen met overgewicht, mensen in verzorgingshuizen en mensen in een sociaal isolement, brengt hitte gezondheidsrisico's met zich mee. Deze mensen moeten alert zijn op uitdroging en oververhitting"", aldus het RIVM. ""Ook baby's en hele jonge kinderen hebben extra aandacht nodig om koel te blijven en genoeg te drinken.""
Hoewel het weer woensdag overdag nog steeds tropisch in het binnenland is, slaat het volgens Weerplaza woensdagavond wel om. Zo kunnen er in de loop van de middag stapelwolken ontstaan.
In de nacht van woensdag op donderdag valt er regen en is er kans op een onweersbui. De warmte zal dan worden verdreven door koelere lucht die het land binnenkomt.
Donderdag is de hitte geheel verdwenen en wordt het 20 tot 24 graden. Vooral in de ochtend is er dan op sommige plaatsen kans op een bui.","['Sinds zaterdag Nationaal Hitteplan van kracht', 'Hittegolf later deze week verdreven']",,['https://media.nu.nl/m/sp9xpp4abjgp_wd854/30-graden-in-de-bilt-tweede-landelijke-hittegolf-van-2019-een-feit.jpg'],True
20,"Warmste 25 augustus ooit gemeten, 31,3 graden in De Bilt",https://www.nu.nl/binnenland/5983129/warmste-25-augustus-ooit-gemeten-313-graden-in-de-bilt.html,True,"In De Bilt is het zondag 31,3 graden geworden waarmee het de warmste 25 augustus ooit gemeten is. Het oude record dateert uit 2001, toen werd het 31,1 graden. Dit melden Weeronline en Weerplaza.
Het is al het twaalfde officiële datum-warmterecord dit jaar. In februari werden viermaal recordtemperaturen gemeten, in juni gebeurde dat drie keer en in juli opnieuw vier keer. Die maand was wereldwijd de heetste maand ooit gemeten, blijkt uit cijfers van C3S, de klimaatveranderingsdienst van de Europese Unie.
Ook de komende dagen blijft het nog tropisch warm met temperaturen tussen de 30 en 32 graden. Pas vanaf donderdag ontstaan er weer buien en zal de hitte langzaam verdwijnen. Sinds zaterdag geldt het Nationaal Hitteplan van het RIVM (Rijksinstituut voor Volksgezondheid en Milieu).
Het RIVM kwam zondag ook met een waarschuwing voor smog in Zuid- en Midden-Nederland. De luchtkwaliteit in die delen van het land zou ""slecht"" zijn.",[],,['https://media.nu.nl/m/1hvxxdsa2klw_wd854/donderdag-8-augustus-de-zon-kleurt-het-landschap.jpg'],True
21,"Warmste nacht gemeten in Vlissingen met 22,1 graden",https://www.nu.nl/walcheren-en-beveland/5969567/warmste-nacht-gemeten-in-vlissingen-met-221-graden.html,True,"De hoogste minimumtemperatuur in de nacht van dinsdag op woensdag is gemeten in Vlissingen. De temperatuur werd hier niet lager dan 22,1 graden.
Dit meldt Weeronline woensdag. Na een warme nacht zal de temperatuur woensdagochtend snel stijgen. Rond 11.00 uur is het bijna overal al tropisch warm met temperaturen tussen de 28 en 32 graden, zo voorspelt Weeronline.
Door de hoge temperaturen heeft het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) vanaf dinsdag het Nationaal Hitteplan voor heel Nederland geactiveerd. ",[],,['https://media.nu.nl/m/6dmxanwadp02_wd854/warmste-nacht-gemeten-in-vlissingen-met-221-graden.jpg'],True
22,Meteorologen: 'Kans dat hitterecord sneuvelt stijgt boven 70 procent',https://www.nu.nl/binnenland/5969001/meteorologen-kans-dat-hitterecord-sneuvelt-stijgt-boven-70-procent.html,True,"De kans dat donderdag het hitterecord van 38,6 graden wordt gebroken, is gestegen naar 70 procent, stelt weerman Raymond Klaassen van Weerplaza dinsdagmiddag op basis van de laatste cijfers. De hoogste temperaturen worden vermoedelijk in Zeeuws-Vlaanderen en het westen van Brabant gemeten.
Het KNMI heeft per direct een code oranje afgegeven voor vrijwel heel Nederland. Alleen op de Wadden geldt geen waarschuwing.
Daarnaast heeft het gezondheidsinstituut RIVM het Nationaal Hitteplan afgekondigd. Dit plan treedt standaard in werking als het vier dagen achtereen 27 graden wordt.
Het Nationaal Hitteplan is een protocol om mogelijke gezondheidsproblemen door de hitte te voorkomen.
Ook wordt volgens het protocol geadviseerd bij hoge temperaturen beter op elkaar te letten. Dit geldt vooral voor groepen kwetsbare mensen, zoals ouderen, baby's, chronisch zieken, mensen met overgewicht, mensen in verzorgingshuizen en mensen in een sociaal isolement.
Zij moeten alert zijn op uitdroging en oververhitting. Door de uitzonderlijke temperaturen kunnen ook mensen in goede gezondheid last krijgen van oververhitting of een zonnesteek.
Het GVB in Amsterdam heeft aangekondigd dat het vanwege de verwachte hitte voor reizigers de komende dagen is toegestaan om te drinken in de bus, tram of metro. Het mag alleen geen alcoholhoudende drank zijn. Normaal gesproken is het niet toegestaan om te eten of te drinken in het openbaar vervoer, maar vanwege de extreme temperaturen maakt het GVB volgens AT5 een uitzondering.
Ook pretpark de Efteling bindt de strijd aan met de tropische hitte en heeft een protocol in werking gesteld. Er is een speciaal 'Beat the Heat'-team dat met waterpistolen verkoeling biedt.
Daarnaast zijn er talloze watertappunten en delen de cafés gratis water uit. Lange rijen bij populaire attracties zijn voorzien van parasols. Personeelsleden die verkleed als personages rondlopen, maken kortere wandelingen dan normaal om te voorkomen dat zij last krijgen van de hitte, meldt het Eindhovens Dagblad.
Bezitters van huisdieren moeten tijdens zeer warme dagen goed opletten dat hun beesten niet oververhit raken. Vooral honden en konijnen kunnen het zo warm krijgen dat ze in een hitteshock raken. Daaraan overlijdt een dier als het niet snel wordt gekoeld, waarschuwen de Dierenbescherming en het Landelijk Informatiecentrum Gezelschapsdieren (LICG).
Dieren hebben nauwelijks zweetklieren. Ze kunnen hitte daardoor moeilijk kwijt. Huisdieren die oververhit raken hebben een snelle ademhaling en hartslag. Verder zijn ze erg suf. Zo'n beest moet meteen naar de dierenarts, aldus het LICG tegen het ANP.
Het Green Garden Festival organiseert woensdagmiddag op het Malieveld in Den Haag een groot watergevecht met Super Soakers en waterpistolen. Het gevecht ter verkoeling gaat van start om 17.00 uur, meldt de organisatie op Facebook. Het Malieveld ligt vlak naast de Tweede Kamer. De kans dat ook Tweede Kamerleden meedoen is gering, omdat het parlement met reces is.
ProRail heeft voor donderdag code rood afgegeven voor verkeersleiders. De spoorbeheerder gaat honderden extra medewerkers en storingsploegen inzetten om verstoringen als gevolg van de hitte zo snel mogelijk te verhelpen. De kans op verstoringen is op donderdag ""aanzienlijk groter dan op een normale dag"", aldus een woordvoerder.
Als het heter wordt dan 25 graden, treedt bij ProRail een noodprotocol in werking. ""Niet alleen de rails zelf kunnen uitzetten. Maar ook bijvoorbeeld de spoorleidingen zijn niet altijd bestand tegen dit soort temperaturen"", legt de woordvoerder uit.
De spoorstaven worden naar verwachting zo'n 70 graden; bij uitzetting kunnen zogenoemde 'spoorspattingen' ontstaan.
Bovendien kunnen treinen uitvallen of stil komen te staan, wat kan leiden tot gevaarlijke situaties. ""Als de airco in een trein uitvalt, kan de temperatuur snel oplopen. Zeker in die moderne treinstellen waar de raampjes niet meer open kunnen.""
Er staan op strategische punten donderdag ploegen klaar met water om treinreizigers die vast komen te zitten zo snel mogelijk van water te voorzien. ""We raden reizigers ook met klem aan donderdag vooral zelf water mee te nemen.""
De NS haalt oude dubbeldekkers, die geen goede airconditioning hebben, de komende dagen van het spoor af. ""Die worden vervangen door treinstellen die wél airco hebben.""
De NS laat bovendien weten dat op negentig stations een waterbijvulpunt is geïnstalleerd. Daar kunnen reizigers hun waterfles voor of na een reis bijvullen.
Ook Rijkswaterstaat neemt komende dagen extra maatregelen vanwege de verwachte hoge temperaturen. Vanaf dinsdag 10.00 uur wordt het hitteprotocol in werking gesteld. Dat protocol houdt in dat Rijkswaterstaat voor alle pechgevallen die langs de snelwegen stranden direct een berger inschakelt. ""De berger zorgt ervoor dat de weggebruiker zo snel mogelijk naar een veilige locatie met voorzieningen wordt gebracht, zoals een tankstation of parkeerplaats.""
Rijkswaterstaat adviseert weggebruikers zich goed voor te bereiden en alert te zijn bij hitte. ""Neem voldoende drinkwater mee, mede omdat de concentratie door hitte kan afnemen. Daarnaast is het ook handig om een paraplu mee te nemen, deze kan als parasol dienen als je bij pech veilig achter de vangrail op een weginspecteur of de berger wacht.""
De invoering van een hitteplan bij tropische temperaturen blijkt goed te werken. Ouderen bijvoorbeeld zijn soms zelfs beter beschermd en veiliger dan wanneer er geen hittegolf is. Uit onderzoek van de Volkskrant blijkt dat in het verleden ""honderden, zo niet duizenden levens zijn gespaard door hittemaatregelen, -plannen en -protocollen"".
Tijdens hittegolven tussen juli 2013 en juni 2015, waarbij een hitteplan van kracht was, gingen iets minder ouderen dood dan normaal. Bij hittegolven in 2003, 2004, 2005 en 2006 stierven circa 3000 mensen meer dan in vergelijkbare weken zonder hittegolf. Dat blijkt uit een analyse door de krant van de sterftecijferstatistieken sinds 1995.
Het hitteplan werd twaalf jaar geleden voor het eerst ingesteld.","['Drinken mag bij GVB, Efteling zet waterpistolen in', 'Let op huisdieren, woensdag watergevecht op Malieveld', 'ProRail: Code rood, advies om water mee te nemen', ""'Neem altijd water mee de trein in'"", 'NS zet alleen treinen met airco in', 'Ook Rijkswaterstaat stelt hitteplan in werking', ""'Invoering van hitteplan spaart levens'""]",,['https://media.nu.nl/m/2iox87paomqy_wd854/meteorologen-kans-dat-hitterecord-sneuvelt-stijgt-boven-70-procent.jpg'],True
23,"Opnieuw tropische temperaturen, ook onweersbuien in deel Nederland",https://www.nu.nl/binnenland/5971165/opnieuw-tropische-temperaturen-ook-onweersbuien-in-deel-nederland.html,True,"Hoewel code oranje vanwege hitte voor de meeste provincies nog steeds geldt, wordt het wel minder warm dan de afgelopen dagen. In het zuiden en zuidwesten van het land worden stevige onweersbuien verwacht.
Er worden temperaturen van 30 tot 34 graden verwacht in Friesland, Groningen, Drenthe, Overijssel, Gelderland, Flevoland, Noord-Holland en Utrecht. Vanwege de aanhoudende hitte geldt het nationaal hitteplan van het RIVM nog altijd.
Er is sinds vrijdag sprake van een landelijke hittegolf. Volgens Weerplaza is het waarschijnlijk dat deze nog zeker met een dag wordt verlengd, omdat het zaterdag volgens de verwachtingen minstens 25 graden zal worden in De Bilt.
Vanwege de hitte rijdt de NS opnieuw met minder treinen, maar wel meer dan op donderdag op vrijdag. Er zijn minder intercity's tussen Amsterdam en Rotterdam (IC Direct), Amsterdam en Alkmaar, Den Haag Centraal en Amsterdam en tussen Amsterdam en Sittard.
Een zuidwestelijke wind zorgt een tweedeling in Nederland. Het wordt namelijk een stuk koeler in Zuid-Holland, Zeeland, Noord-Brabant en Limburg.
Het KNMI blijft in deze provincies waarschuwen voor hitte, maar code oranje heeft hier inmiddels plaatsgemaakt voor code geel. Er worden temperaturen van 22 tot 28 graden verwacht.
Gedurende de dag geldt in deze provincies ook code geel vanwege onweersbuien met windstoten van circa 60 kilometer per uur, hagel en veel regen in korte tijd. Mogelijk valt er lokaal tientallen millimeters regen met wateroverlast tot gevolg.",['Code geel voor hitte en onweersbuien'],,['https://media.nu.nl/m/pd8x7k4ap8un_wd854/opnieuw-tropische-temperaturen-ook-onweersbuien-in-deel-nederland.jpg'],True
24,Tropische temperaturen keren terug na wisselvallig weekend,https://www.nu.nl/binnenland/5967567/tropische-temperaturen-keren-terug-na-wisselvallig-weekend.html,True,"Vanaf komende week kunnen we in Nederland zomerse dagen verwachten. Gedurende de week kan de temperatuur lokaal oplopen tot 35 graden.
Komend weekend blijft het nog wisselvallig, schrijft Weerplaza. Zaterdagochtend trekken er nog buien vanuit de Noordzee ons land binnen. Gedurende de dag krijgt het hele land te maken met die buien. KNMI geeft code geel af voor het oostelijke deel van het land. Daar is kans op onweersbuien met hagel en windstoten van zestig tot zeventig kilometer per uur. De temperatuur kan in het zuidoosten dan al oplopen tot 28 graden.
Zondag en maandag zullen droger verlopen. Er komt meer ruimte voor de zon, maar de wind houdt aan. De temperatuur ligt tussen de 21 graden in het noorden en 26 graden in het zuiden.
Dinsdag stijgt het kwik aanzienlijk en zullen waarschijnlijk tropische temperaturen worden bereikt. De wind neemt af en het kan regionaal 32 graden worden. Woensdag blijft de temperatuur stijgen, tot 35 graden in het binnenland. De zonkracht kan een waarde tussen 7 en 8 bereiken.
Met de stijgende temperaturen is er kans op een regionale en misschien zelfs landelijke hittegolf. Daarvoor moet de temperatuur vijf dagen boven de 25 graden uitkomen, en op drie van de vijf moet het zelfs warmer zijn dan 30 graden.
Het is niet de eerste periode met tropische temperaturen dit jaar. Vorige maand was de eerste regionale hittegolf van het jaar in Noord-Limburg.
Het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) activeerde toen het Nationaal Hitteplan voor het midden, zuiden en oosten van het land. Het hitteplan is een waarschuwing voor hitte en de risico's die dit met zich mee kan brengen. Het is nog niet bekend of het plan ook voor komende week wordt geactiveerd.",['Kans op landelijke hittegolf'],,['https://media.nu.nl/m/s1pxb89aswyl_wd854/tropische-temperaturen-keren-terug-na-wisselvallig-weekend.jpg'],True
